0,1,1,5,0,1382,4,15,2,181,1,2,0,2,2,3,0,0,1,1,0,3,1,0,0,0,0,3,92,0,1,9,1,3,0,0,2,0,1,0
0,2,0,44,1,102,8,2,2,4,1,1,0,4,2,21,19,22,1,3,0,1,1,0,0,21,0,2,90,25,2,45,1,1,23,0,2,27,1,0
0,2,0,1,14,767,89,4,2,245,1,3,3,0,0,16,3,1,1,1,0,1,1,1,0,3,0,1,0,3,9,0,0,0,3,1,2,3,0,0
0,0,893,0,0,4392,0,0,0,0,0,0,0,0,2,18,0,0,1,3,0,1,1,3,3,0,3,1,50,0,7,56,0,0,0,0,2,7,0,0
0,3,-1,0,0,2,0,3,0,0,1,1,0,5,4,34,0,5,1,4,0,1,1,0,0,26,0,3,0,17,7,0,0,0,16,0,1,5,0,0
0,0,-1,0,0,12824,0,0,0,6,0,0,0,0,1,0,0,0,3,5,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,3,4,0,0,0
0,0,1,2,0,3168,0,0,1,2,0,0,0,0,17,0,0,0,3,3,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,9,0,0,0
1,1,4,2,0,0,0,1,0,0,1,1,0,5,2,18,0,0,10,4,7,3,1,28,0,0,2,1,50,0,1,56,0,0,0,0,1,7,0,1
0,0,44,4,8,19010,249,28,31,141,0,1,0,9,1,10,1,1,1,1,0,1,1,0,0,1,0,2,0,1,1,66,0,0,1,0,1,3,0,0
0,0,35,0,1,33737,21,1,2,3,0,1,0,1,1,0,0,0,1,0,0,1,1,0,3,0,3,1,0,0,3,0,0,0,0,0,1,0,0,0
0,0,2,632,0,56770,0,0,5,65,0,0,0,2,1,15,0,0,1,1,0,1,2,1,0,0,0,2,0,0,5,0,1,1,0,0,2,0,3,0
0,0,6,6,6,421,109,1,7,107,0,1,0,7,1,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0
1,0,-1,0,0,1465,0,17,0,4,0,4,0,0,13,1,0,10,1,3,11,3,1,0,6,0,10,1,0,11,1,41,0,0,11,0,1,5,0,1
1,0,2,11,5,10262,34,2,4,5,0,1,0,6,5,5,0,0,1,0,0,16,1,0,9,0,8,3,14,0,2,2,0,2,0,0,1,0,6,1
0,0,51,84,4,3633,26,1,4,8,0,1,0,4,3,3,0,0,6,4,0,1,1,0,0,0,0,3,0,0,4,0,1,3,0,0,8,0,1,0
0,0,2,1,18,20255,0,0,1,1306,0,0,0,21,1,0,0,0,2,1,0,8,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0
1,1,987,0,2,105,2,1,2,2,1,1,0,2,2,4,0,0,3,1,0,1,1,1,0,0,0,1,17,0,3,4,1,3,0,0,1,0,2,1
0,0,1,0,0,16597,557,3,5,123,0,1,0,1,4,0,5,2,2,2,0,1,1,0,0,5,0,2,0,4,1,0,0,0,5,1,1,4,0,0
0,0,24,4,2,2056,12,6,10,83,0,1,0,2,1,21,0,0,4,2,9,4,1,0,8,0,12,3,0,0,1,45,1,3,0,0,1,0,3,0
0,7,102,0,3,780,15,7,15,15,1,1,0,3,0,0,0,0,2,4,0,1,1,0,0,0,0,11,0,0,1,0,0,0,0,0,10,0,0,0
1,0,47,0,0,6399,38,19,10,143,0,10,0,7,19,1,17,21,1,1,0,2,1,1,0,19,0,3,0,23,1,64,0,0,21,0,1,26,0,1
0,0,1,80,0,1848,287,1,4,46,0,1,0,4,1,2,0,0,1,1,25,1,1,1,0,0,42,1,1,0,3,1,10,2,0,0,1,0,1,0
0,0,0,14,6,7132,171,2,2,6,0,1,0,7,1,1,0,0,1,2,0,2,1,8,0,0,24,2,0,0,2,0,0,0,0,0,2,1,0,0
0,0,9,9,17,11774,0,0,23,128,0,0,0,19,1,9,0,0,1,1,0,1,1,0,0,0,0,1,18,0,7,24,0,0,0,0,6,16,0,0
0,0,1,2,0,6190,84,1,27,71,0,1,0,0,3,55,1,1,1,1,0,1,1,0,0,1,0,1,0,1,3,0,0,0,1,2,2,3,0,0
0,0,4,16,0,5925,2,2,0,0,0,1,0,0,3,2,0,0,1,0,20,1,1,0,13,0,17,4,57,0,2,1,0,2,0,0,1,2,1,0
1,0,1,20,16,1548,93,42,32,912,0,15,1,17,4,12,0,0,1,1,1,3,1,13,1,0,1,1,11,0,8,8,1,2,0,0,1,0,10,1
1,0,20,2,2,7188,170,2,3,24,0,2,0,2,2,1,0,0,2,1,0,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,1
1,0,78,2,15,4311,85,4,18,230,0,3,0,16,2,0,0,0,2,5,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1
1,3,0,4,13,224,28,3,35,27,1,1,0,14,1,53,0,0,1,4,10,1,1,20,3,0,3,4,0,0,1,0,0,0,0,0,2,0,0,1
1,0,277,0,3,7318,24,6,3,98,0,1,0,3,4,0,0,0,2,3,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1
0,0,-1,0,0,4956,0,0,37,97,0,0,0,0,5,28,1,1,1,3,0,1,1,1,0,1,40,6,29,1,5,42,0,0,1,0,7,3,0,0
0,1,0,1,0,1427,3,16,11,50,0,2,1,0,1,50,0,0,2,1,1,1,1,5,1,0,1,1,0,0,4,73,0,0,0,0,1,0,0,0
0,4,0,55,8,859,13,4,12,13,1,1,0,9,1,19,0,0,1,0,25,1,1,1,0,0,42,5,0,0,5,12,1,2,0,0,1,0,1,0
1,1,259,1,1,5,1,6,1,1,1,3,0,1,1,0,0,0,1,0,35,1,1,0,10,0,13,2,0,0,1,0,0,0,0,0,1,0,0,1
1,0,127,1,3,1683,19,26,17,475,0,9,0,3,1,13,0,0,2,2,0,1,1,0,12,0,16,1,25,0,9,10,0,2,0,1,6,2,4,1
0,0,1,0,0,23255,0,0,1,73,0,0,0,0,18,10,2,2,1,1,0,3,1,1,0,2,0,2,39,2,5,18,0,0,2,0,1,4,0,0
0,6,-1,0,0,915,40,26,33,72,1,3,0,0,11,6,0,0,1,2,0,1,1,0,0,0,0,2,89,0,1,32,1,2,0,2,5,0,2,0
0,0,0,3,12,7308,97,2,21,90,0,1,0,13,2,0,0,0,2,1,15,1,1,0,22,0,6,3,0,0,1,0,0,0,0,0,1,0,0,0
0,8,0,15,20,115,24,8,23,24,2,2,0,21,3,0,0,0,1,0,0,1,1,7,0,0,20,3,0,0,9,0,1,3,0,0,1,0,4,0
0,0,38,2,4,3119,149,64,48,139,0,6,6,4,1,50,1,1,2,2,1,3,1,13,1,1,1,1,0,1,9,0,0,0,1,0,1,3,0,0
1,88,319,0,4,5,4,89,40,88,3,4,12,4,1,9,0,0,1,2,47,1,1,0,60,0,71,2,23,0,9,25,0,0,0,0,1,0,0,1
0,0,1,18,5,1683,80,38,5,95,0,5,0,6,1,2,4,3,1,0,0,1,1,0,18,4,22,3,93,5,4,11,3,2,4,0,1,1,1,0
0,0,27,0,0,112878,2106,0,2,95,0,0,0,0,3,1,0,17,1,1,0,2,2,1,59,0,69,1,0,0,3,26,0,0,0,0,2,23,0,0
0,0,-1,0,0,4894,20,1,7,20,0,1,0,0,1,28,1,1,3,1,0,1,1,0,0,1,0,6,29,1,2,42,0,0,1,2,2,3,0,0
0,0,32,0,1,9375,0,0,37,18,0,0,0,1,1,10,9,2,1,1,0,2,1,1,0,10,0,2,39,10,4,18,0,0,10,0,1,4,0,0
0,0,6,6,15,20213,507,7,42,360,0,2,0,41,1,0,1,1,2,1,0,7,1,1,0,1,0,3,0,1,1,0,0,0,1,0,1,3,0,0
0,31,17,2,11,290,23,31,23,65,2,2,0,12,1,6,0,0,1,2,24,1,1,0,21,0,27,1,73,0,1,32,0,2,0,5,3,0,2,0
0,1,2382,13,4,40,4,69,3,609,1,11,0,4,1,1,0,0,1,3,0,3,1,0,57,0,66,2,0,0,1,0,0,0,0,0,6,0,0,0
0,0,190,0,0,1624,6,29,6,74,0,9,0,0,2,66,0,34,1,0,0,1,1,0,58,0,68,2,0,0,1,0,0,0,0,0,1,36,0,0
0,0,19,8,9,1506,31,3,7,34,0,1,0,10,1,13,0,0,5,1,0,7,1,1,0,0,0,2,28,0,9,10,0,2,0,0,5,0,4,0
1,1,30,0,3,116,31,1,3,3,1,1,0,3,3,1,0,0,1,2,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,1
0,0,6,2,3,2779,0,0,3,13,0,0,0,3,0,0,14,18,4,0,0,1,1,1,0,16,0,3,0,19,9,0,1,1,18,0,7,3,0,0
0,0,2,22,3,4687,242,6,6,183,0,1,4,3,1,5,0,0,1,4,0,4,1,4,0,0,0,2,8,0,9,2,0,3,0,0,2,0,1,0
0,0,55,16,7,1696,72,2,7,95,0,2,0,8,6,25,0,0,1,1,32,2,1,0,29,0,35,3,83,0,1,19,0,2,0,0,3,0,9,0
0,6,0,28,0,31,0,6,0,0,1,1,0,5,4,5,0,0,1,1,0,10,1,0,0,0,0,1,4,0,1,2,12,1,0,0,6,1,1,0
0,0,19,9,3,14414,1353,3,1,362,0,1,0,3,5,2,0,0,1,1,14,0,1,4,0,0,30,1,1,0,9,1,1,2,0,0,2,2,13,0
0,0,18,12,8,8965,44,2,12,57,0,2,0,9,1,33,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,34,0,3,0,0,1,0,0,0
0,0,1,2,0,177674,0,0,3,2,0,0,0,1,7,8,0,0,1,1,0,9,2,0,40,0,5,1,0,0,1,50,1,3,0,0,2,0,2,0
0,0,0,20,0,4412,855,0,4,522,0,0,0,6,1,11,0,0,1,1,0,1,1,0,0,0,0,1,20,0,3,6,0,3,0,0,6,0,6,0
0,0,56,2,0,0,0,0,0,1,0,0,0,0,3,14,3,1,1,2,19,2,2,1,35,3,11,2,46,3,6,22,0,0,3,0,4,3,0,0
0,0,76,5,0,46200,0,0,7,0,0,0,0,0,2,5,0,0,1,1,0,1,2,0,0,0,0,1,4,0,4,2,1,1,0,0,6,15,3,0
0,39,8,42,32,27,33,39,24,32,1,1,0,33,1,73,0,0,2,1,0,0,1,1,0,0,0,3,0,0,1,83,1,1,0,0,1,0,3,0
1,0,0,55,5,14477,0,0,5,1,0,0,0,6,1,2,0,0,1,1,0,1,2,0,17,0,21,4,57,0,1,1,2,1,0,0,2,2,1,1
